Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-STATUS-ID (exp),ENA-STATUS-ID (run),environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,local_environmental_context,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,sample_name,scientific_name,SRA Study,Submitter_Id
ERR15205089,WGS,267,5928897736,PRJEB91891,SAMEA118675427,hospital [ENVO:00002173],2693429973,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2020,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610780,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:56:00Z,1,SAMEA118675427,AS_7979_99,human feces metagenome,ERP174821,AS_7979_99
ERR15205090,WGS,268,4505626931,PRJEB91891,SAMEA118675332,hospital [ENVO:00002173],2014887867,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2015,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610781,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:37:00Z,1,SAMEA118675332,AS_7979_9,human feces metagenome,ERP174821,AS_7979_9
ERR15205091,WGS,269,4477967863,PRJEB91891,SAMEA118675442,hospital [ENVO:00002173],1768247535,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610782,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-30T14:57:00Z,1,SAMEA118675442,AS9577_10,human feces metagenome,ERP174821,AS9577_10
ERR15205092,WGS,269,4309463561,PRJEB91891,SAMEA118675443,hospital [ENVO:00002173],1666603191,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610783,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:30:00Z,1,SAMEA118675443,AS9577_11,human feces metagenome,ERP174821,AS9577_11
ERR15205093,WGS,269,4847834331,PRJEB91891,SAMEA118675444,hospital [ENVO:00002173],1941019004,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610784,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:19:00Z,1,SAMEA118675444,AS9577_12,human feces metagenome,ERP174821,AS9577_12
ERR15205094,WGS,269,5114592110,PRJEB91891,SAMEA118675445,hospital [ENVO:00002173],2018384959,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610785,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T20:31:00Z,1,SAMEA118675445,AS9577_13,human feces metagenome,ERP174821,AS9577_13
ERR15205095,WGS,269,4897018859,PRJEB91891,SAMEA118675446,hospital [ENVO:00002173],1942466999,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610786,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-30T14:57:00Z,1,SAMEA118675446,AS9577_14,human feces metagenome,ERP174821,AS9577_14
ERR15205116,WGS,269,5229310641,PRJEB91891,SAMEA118675447,hospital [ENVO:00002173],2008774278,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610807,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:21:00Z,1,SAMEA118675447,AS9577_15,human feces metagenome,ERP174821,AS9577_15
ERR15205117,WGS,269,4703147228,PRJEB91891,SAMEA118675448,hospital [ENVO:00002173],1890714300,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2021,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610808,Germany,Europe,Germany,48.99,12.09,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:34:00Z,1,SAMEA118675448,AS9577_16,human feces metagenome,ERP174821,AS9577_16
ERR15205118,WGS,269,11324527867,PRJEB91891,SAMEA118675449,hospital [ENVO:00002173],4819382839,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2021,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610809,Germany,Europe,Germany,48.99,12.09,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T23:49:00Z,1,SAMEA118675449,AS9577_17,human feces metagenome,ERP174821,AS9577_17
ERR15205119,WGS,269,2725330426,PRJEB91891,SAMEA118675450,hospital [ENVO:00002173],1062218697,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2022,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610810,Germany,Europe,Germany,48.99,12.09,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:47:00Z,1,SAMEA118675450,AS9577_18,human feces metagenome,ERP174821,AS9577_18
ERR15205120,WGS,269,5858891056,PRJEB91891,SAMEA118675451,hospital [ENVO:00002173],2268383077,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2022,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610811,Germany,Europe,Germany,48.99,12.09,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:56:00Z,1,SAMEA118675451,AS9577_19,human feces metagenome,ERP174821,AS9577_19
ERR15205121,WGS,268,240415710,PRJEB91891,SAMEA118675437,hospital [ENVO:00002173],102501817,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2023,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610812,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:53:00Z,1,SAMEA118675437,AS9577_1,human feces metagenome,ERP174821,AS9577_1
ERR15205183,WGS,269,7918545555,PRJEB91891,SAMEA118675453,hospital [ENVO:00002173],3377680226,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610874,Germany,Europe,Germany,48.99,12.09,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:39:00Z,1,SAMEA118675453,AS9577_21,human feces metagenome,ERP174821,AS9577_21
ERR15205184,WGS,268,6932718862,PRJEB91891,SAMEA118675454,hospital [ENVO:00002173],3078957985,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610875,Germany,Europe,Germany,48.99,12.09,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:28:00Z,1,SAMEA118675454,AS9577_22,human feces metagenome,ERP174821,AS9577_22
ERR15205185,WGS,268,5572075390,PRJEB91891,SAMEA118675455,hospital [ENVO:00002173],2475952044,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610876,Germany,Europe,Germany,48.99,12.09,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:50:00Z,1,SAMEA118675455,AS9577_23,human feces metagenome,ERP174821,AS9577_23
ERR15205186,WGS,269,6163907514,PRJEB91891,SAMEA118675456,hospital [ENVO:00002173],2422397070,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610877,Germany,Europe,Germany,48.99,12.09,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T18:31:00Z,1,SAMEA118675456,AS9577_24,human feces metagenome,ERP174821,AS9577_24
ERR15205187,WGS,269,4708321588,PRJEB91891,SAMEA118675457,hospital [ENVO:00002173],1877886067,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2024,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610878,Germany,Europe,Germany,48.99,12.09,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:34:00Z,1,SAMEA118675457,AS9577_25,human feces metagenome,ERP174821,AS9577_25
ERR15205188,WGS,269,215825727,PRJEB91891,SAMEA118675438,hospital [ENVO:00002173],79207423,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2023,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610879,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:15:00Z,1,SAMEA118675438,AS9577_2,human feces metagenome,ERP174821,AS9577_2
ERR15205748,WGS,268,6631920526,PRJEB91891,SAMEA118675458,hospital [ENVO:00002173],2889596811,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2019,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14611439,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:57:00Z,1,SAMEA118675458,AS9577_26,human feces metagenome,ERP174821,AS9577_26
ERR15205750,WGS,268,10188824882,PRJEB91891,SAMEA118675459,hospital [ENVO:00002173],4341421296,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2019,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14611441,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T20:33:00Z,1,SAMEA118675459,AS9577_27,human feces metagenome,ERP174821,AS9577_27
ERR15205751,WGS,268,9760620217,PRJEB91891,SAMEA118675461,hospital [ENVO:00002173],4163715731,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2019,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14611442,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:50:00Z,1,SAMEA118675461,AS9577_29,human feces metagenome,ERP174821,AS9577_29
ERR15205752,WGS,268,9955824088,PRJEB91891,SAMEA118675463,hospital [ENVO:00002173],4301100208,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14611443,Germany,Europe,Germany,48.15,11.57,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T22:02:00Z,1,SAMEA118675463,AS9577_31,human feces metagenome,ERP174821,AS9577_31
